,reg,semaine,anxiete,anxiete_inf,anxiete_sup,depression,depression_inf,depression_sup,pbsommeil,pbsommeil_inf,pbsommeil_sup,ps12mois,ps12mois_inf,ps12mois_sup,Libellé,vague,date
168,52,Vague 1 : 23-25 mars,26.3,19.1,35.2,,,,,,,,,,Pays de la Loire,1,23-25 mars
169,52,Vague 2 : 30 mars-1 avr,17.9,11.9,25.9,14.6,9.2,22.2,57.2,48.0,65.9,,,,Pays de la Loire,2,30 mars-1 avr
170,52,Vague 3 : 14-16 avr,17.6,11.8,25.3,13.8,8.7,21.1,65.5,56.7,73.5,,,,Pays de la Loire,3,14-16 avr
171,52,Vague 4 : 20-22 avr,20.5,14.1,28.8,24.2,17.2,32.9,65.2,65.2,73.4,,,,Pays de la Loire,4,20-22 avr
172,52,Vague 5 : 28-30 avr,13.3,8.3,20.7,16.4,10.7,24.4,58.3,49.2,66.8,,,,Pays de la Loire,5,28-30 avr
173,52,Vague 6 : 4-6 mai,19.6,13.5,27.6,19.4,13.2,27.5,58.6,49.7,67.0,,,,Pays de la Loire,6,4-6 mai
174,52,Vague 7 : 13-15 mai,23.0,16.2,31.6,13.6,8.3,21.4,73.2,64.4,80.5,,,,Pays de la Loire,7,13-15 mai
175,52,Vague 8 : 18-20 mai,15.6,10.1,23.3,13.9,8.8,21.2,59.6,50.6,68.0,,,,Pays de la Loire,8,18-20 mai
176,52,Vague 9 : 27-29 mai,11.7,7.0,18.9,9.1,4.9,16.3,58.6,49.6,67.1,,,,Pays de la Loire,9,27-29 mai
177,52,Vague 10 : 8-10 juin,16.6,10.9,24.5,11.3,6.7,18.2,58.8,49.9,67.2,,,,Pays de la Loire,10, 8-10 juin
178,52,Vague 11 : 22-24 juin,14.3,9.1,21.8,7.8,4.0,14.5,63.1,54.2,71.3,,,,Pays de la Loire,11, 22-24 juin
179,52,Vague 12 : 6-8 juillet,12.7,8.1,19.4,10.3,6.1,16.9,66.6,57.8,74.4,,,,Pays de la Loire,12, 6-8 juillet
180,52,Vague 13 : 20-22 juillet,14.5,9.1,22.2,6.8,3.4,13.2,69.5,60.5,77.3,,,,Pays de la Loire,13, 20-22 juillet
181,52,Vague 14 : 24-26 août,23.9,17.0,32.5,15.1,9.8,22.6,73.0,64.3,80.2,,,,Pays de la Loire,14, 24-26 août
182,52,Vague 15 : 21-23 sept.,23.7,16.4,33.0,13.3,8.3,20.7,68.0,59.2,75.7,,,,Pays de la Loire,15, 21-23 sept.
183,52,Vague 16 : 19-21 oct.,16.4,10.7,24.2,8.2,4.4,14.6,64.8,55.6,73.0,,,,Pays de la Loire,16, 19-21 oct.
184,52,Vague 17 : 4-6 nov.,22.4,15.8,30.8,18.0,12.1,25.9,67.8,59.0,75.5,,,,Pays de la Loire,17, 4-6 nov.
185,52,Vague 18 : 23-25 nov.,10.1,5.8,17.1,19.8,13.6,27.9,58.9,50.0,67.3,,,,Pays de la Loire,18, 23-25 nov.
186,52,Vague 19 : 14-16 dec..,17.3,11.6,25.1,15.0,9.5,22.7,65.8,56.8,73.8,,,,Pays de la Loire,19, 14-16 dec..
187,52,Vague 20 : 18-20 janv.,22.8,16.3,31.4,27.3,20.0,36.1,72.3,63.7,79.6,,,,Pays de la Loire,20, 18-20 janv.
188,52,Vague 21 : 15-17 fév,14.9,9.4,22.7,18.0,12.0,26.2,60.5,51.3,69.0,6.8,3.4,13.1,Pays de la Loire,21, 15-17 fév
189,52,Vague 22 : 15-17 mars,14.4,8.8,22.6,13.8,8.3,22.1,56.9,47.0,66.3,7.1,3.3,14.5,Pays de la Loire,22, 15-17 mars
190,52,Vague 23 : 21-23 avril,17.4,11.6,25.4,17.8,11.9,25.8,61.1,51.9,69.7,10.1,5.6,17.6,Pays de la Loire,23, 21-23 avril
191,52,Vague 24 : 17-19 mai,20.3,14.0,28.5,14.2,9.0,21.6,60.4,51.5,68.6,9.8,5.7,16.4,Pays de la Loire,24, 17-19 mai
192,52,Vague 25 : 21-28 juin,15.7,10.2,23.4,11.6,7.0,18.8,58.5,49.5,67.1,9.5,5.4,16.2,Pays de la Loire,25, 21-28 juin
193,52,Vague 26 : 15-21 juillet,18.0,12.2,25.9,8.0,4.3,14.4,52.1,43.3,60.8,9.5,5.4,16.1,Pays de la Loire,26, 15-21 juillet
194,52,Vague 27 : 31 août-7 sept.,17.2,11.3,25.2,12.9,7.9,20.4,62.3,53.2,70.6,8.8,4.8,15.6,Pays de la Loire,27, 31 août-7 sept.
195,52,Vague 28 : 28 sept.-5 oct.,18.2,12.2,26.4,12.6,7.7,19.9,70.7,61.9,78.2,11.0,6.5,18.0,Pays de la Loire,28, 28 sept.-5 oct.
196,53,Vague 1 : 23-25 mars,25.0,17.5,34.5,,,,,,,,,,Bretagne,1,23-25 mars
197,53,Vague 2 : 30 mars-1 avr,19.3,12.9,27.8,21.4,14.6,30.2,63.3,53.7,71.9,,,,Bretagne,2,30 mars-1 avr
198,53,Vague 3 : 14-16 avr,15.3,9.6,23.7,18.6,12.2,27.4,64.9,55.4,73.4,,,,Bretagne,3,14-16 avr
199,53,Vague 4 : 20-22 avr,15.3,9.5,23.7,22.4,15.3,31.6,71.4,71.4,79.1,,,,Bretagne,4,20-22 avr
200,53,Vague 5 : 28-30 avr,13.5,8.3,21.3,18.3,12.1,16.8,64.5,55.0,73.0,,,,Bretagne,5,28-30 avr
201,53,Vague 6 : 4-6 mai,19.2,12.8,27.7,15.9,10.2,23.9,65.0,55.6,73.4,,,,Bretagne,6,4-6 mai
202,53,Vague 7 : 13-15 mai,17.5,11.4,25.9,10.4,5.9,17.8,64.6,55.0,73.1,,,,Bretagne,7,13-15 mai
203,53,Vague 8 : 18-20 mai,14.9,9.5,22.8,10.6,6.1,17.8,62.0,52.6,70.7,,,,Bretagne,8,18-20 mai
204,53,Vague 9 : 27-29 mai,13.1,7.7,21.4,7.8,3.9,15.0,52.0,42.4,61.4,,,,Bretagne,9,27-29 mai
205,53,Vague 10 : 8-10 juin,8.1,4.3,15.0,7.2,3.6,13.8,54.7,45.2,63.9,,,,Bretagne,10, 8-10 juin
206,53,Vague 11 : 22-24 juin,16.2,10.3,24.6,13.8,8.3,22.0,59.6,50.0,68.5,,,,Bretagne,11, 22-24 juin
207,53,Vague 12 : 6-8 juillet,12.5,7.5,20.2,4.7,1.9,10.8,57.8,48.5,66.5,,,,Bretagne,12, 6-8 juillet
208,53,Vague 13 : 20-22 juillet,20.1,13.5,28.8,12.5,7.6,19.9,58.7,49.2,67.6,,,,Bretagne,13, 20-22 juillet
209,53,Vague 14 : 24-26 août,13.8,8.2,22.4,13.8,8.4,21.8,64.8,55.7,73.4,,,,Bretagne,14, 24-26 août
210,53,Vague 15 : 21-23 sept.,16.9,11.0,25.3,10.5,6.2,17.4,67.4,58.2,75.5,,,,Bretagne,15, 21-23 sept.
211,53,Vague 16 : 19-21 oct.,21.5,14.8,30.2,17.1,11.2,25.2,57.1,47.5,66.3,,,,Bretagne,16, 19-21 oct.
212,53,Vague 17 : 4-6 nov.,22.8,15.8,31.8,20.4,13.7,29.1,62.8,53.3,71.4,,,,Bretagne,17, 4-6 nov.
213,53,Vague 18 : 23-25 nov.,17.6,11.1,26.8,17.2,11.2,25.6,64.0,54.4,72.5,,,,Bretagne,18, 23-25 nov.
214,53,Vague 19 : 14-16 dec..,14.8,9.3,22.6,8.7,4.7,15.6,54.4,44.8,63.6,,,,Bretagne,19, 14-16 dec..
215,53,Vague 20 : 18-20 janv.,22.7,15.9,31.4,22.6,15.6,31.6,67.8,58.4,76.0,,,,Bretagne,20, 18-20 janv.
216,53,Vague 21 : 15-17 fév,15.8,10.0,24.0,19.3,12.7,28.1,70.7,61.4,78.5,4.7,2.0,10.8,Bretagne,21, 15-17 fév
217,53,Vague 22 : 15-17 mars,15.8,10.1,23.9,20.6,13.9,29.4,59.9,50.3,68.8,9.2,5.0,16.5,Bretagne,22, 15-17 mars
218,53,Vague 23 : 21-23 avril,13.3,8.1,21.0,16.2,10.4,24.5,57.6,47.6,67.0,7.2,3.4,14.7,Bretagne,23, 21-23 avril
219,53,Vague 24 : 17-19 mai,17.0,10.7,26.1,10.3,5.8,17.6,60.8,50.7,70.1,10.0,5.6,17.1,Bretagne,24, 17-19 mai
220,53,Vague 25 : 21-28 juin,15.9,10.1,24.3,12.6,7.6,20.2,67.9,58.5,76.0,9.8,5.5,16.9,Bretagne,25, 21-28 juin
221,53,Vague 26 : 15-21 juillet,13.9,8.4,22.1,14.8,9.3,22.9,62.3,52.8,71.0,7.3,3.6,14.3,Bretagne,26, 15-21 juillet
222,53,Vague 27 : 31 août-7 sept.,17.4,11.3,25.8,10.6,6.1,17.9,62.3,52.7,71.0,6.7,3.2,13.5,Bretagne,27, 31 août-7 sept.
223,53,Vague 28 : 28 sept.-5 oct.,30.3,22.4,39.5,16.0,10.2,24.3,66.7,57.3,74.8,10.4,5.8,17.8,Bretagne,28, 28 sept.-5 oct.
224,75,Vague 1 : 23-25 mars,22.9,17.5,29.4,,,,,,,,,,Nouvelle-Aquitaine,1,23-25 mars
225,75,Vague 2 : 30 mars-1 avr,17.9,13.0,24.1,17.8,13.0,24.1,60.1,53.0,66.9,,,,Nouvelle-Aquitaine,2,30 mars-1 avr
226,75,Vague 3 : 14-16 avr,18.1,13.3,24.1,18.4,13.6,24.4,67.6,60.8,73.8,,,,Nouvelle-Aquitaine,3,14-16 avr
227,75,Vague 4 : 20-22 avr,17.2,12.3,23.6,14.5,10.0,20.5,60.8,60.8,67.8,,,,Nouvelle-Aquitaine,4,20-22 avr
228,75,Vague 5 : 28-30 avr,15.3,10.7,21.3,14.2,9.9,20.0,59.5,52.4,66.2,,,,Nouvelle-Aquitaine,5,28-30 avr
229,75,Vague 6 : 4-6 mai,18.3,13.2,25.0,18.7,13.5,25.5,64.3,56.7,71.3,,,,Nouvelle-Aquitaine,6,4-6 mai
230,75,Vague 7 : 13-15 mai,15.4,10.5,22.0,11.3,7.3,17.1,71.8,64.2,78.3,,,,Nouvelle-Aquitaine,7,13-15 mai
231,75,Vague 8 : 18-20 mai,17.6,12.7,23.9,11.9,8.0,17.5,59.5,52.3,66.4,,,,Nouvelle-Aquitaine,8,18-20 mai
232,75,Vague 9 : 27-29 mai,11.9,7.8,17.7,11.4,7.5,16.9,63.7,56.4,70.5,,,,Nouvelle-Aquitaine,9,27-29 mai
233,75,Vague 10 : 8-10 juin,13.5,9.5,19.0,9.5,6.2,14.3,60.5,53.4,67.1,,,,Nouvelle-Aquitaine,10, 8-10 juin
234,75,Vague 11 : 22-24 juin,17.2,12.3,23.4,10.0,6.2,15.5,61.4,53.9,68.4,,,,Nouvelle-Aquitaine,11, 22-24 juin
235,75,Vague 12 : 6-8 juillet,11.7,7.8,17.3,6.6,3.8,11.1,56.1,48.6,63.3,,,,Nouvelle-Aquitaine,12, 6-8 juillet
236,75,Vague 13 : 20-22 juillet,14.5,9.8,21.0,9.7,6.2,15.0,60.7,52.9,68.0,,,,Nouvelle-Aquitaine,13, 20-22 juillet
237,75,Vague 14 : 24-26 août,16.8,11.9,23.1,8.9,5.5,13.9,62.6,55.7,69.6,,,,Nouvelle-Aquitaine,14, 24-26 août
238,75,Vague 15 : 21-23 sept.,18.9,13.6,25.7,10.4,6.4,16.3,69.5,62.1,76.0,,,,Nouvelle-Aquitaine,15, 21-23 sept.
239,75,Vague 16 : 19-21 oct.,14.5,10.1,20.3,13.8,9.6,19.6,64.0,56.7,70.7,,,,Nouvelle-Aquitaine,16, 19-21 oct.
240,75,Vague 17 : 4-6 nov.,20.5,15.4,26.9,25.4,19.7,32.2,68.0,60.9,74.3,,,,Nouvelle-Aquitaine,17, 4-6 nov.
241,75,Vague 18 : 23-25 nov.,15.3,10.9,21.2,21.7,16.3,28.4,66.1,59.0,72.5,,,,Nouvelle-Aquitaine,18, 23-25 nov.
242,75,Vague 19 : 14-16 dec..,15.6,11.1,21.4,21.0,15.8,27.4,69.9,62.9,76.1,,,,Nouvelle-Aquitaine,19, 14-16 dec..
243,75,Vague 20 : 18-20 janv.,17.8,12.8,24.3,22.7,17.1,29.6,67.0,59.8,73.5,,,,Nouvelle-Aquitaine,20, 18-20 janv.
244,75,Vague 21 : 15-17 fév,20.1,14.7,26.9,24.0,18.5,30.7,67.8,60.7,74.2,10.1,6.3,16.0,Nouvelle-Aquitaine,21, 15-17 fév
245,75,Vague 22 : 15-17 mars,18.7,13.7,25.0,19.5,14.3,25.9,62.9,55.6,69.6,11.8,7.8,17.3,Nouvelle-Aquitaine,22, 15-17 mars
246,75,Vague 23 : 21-23 avril,17.6,12.9,23.6,18.5,13.6,24.6,60.8,53.5,67.6,8.4,5.3,13.2,Nouvelle-Aquitaine,23, 21-23 avril
247,75,Vague 24 : 17-19 mai,21.3,15.8,28.0,17.2,12.3,23.7,63.7,56.4,70.4,8.7,5.3,13.9,Nouvelle-Aquitaine,24, 17-19 mai
248,75,Vague 25 : 21-28 juin,12.6,8.5,18.2,11.0,7.3,16.2,60.6,53.3,67.4,5.2,2.9,9.3,Nouvelle-Aquitaine,25, 21-28 juin
249,75,Vague 26 : 15-21 juillet,16.7,11.9,22.8,12.7,8.7,18.2,59.4,52.0,66.4,12.0,8.0,17.7,Nouvelle-Aquitaine,26, 15-21 juillet
250,75,Vague 27 : 31 août-7 sept.,22.3,16.7,29.2,15.4,10.6,21.6,65.1,57.6,71.9,12.3,8.1,18.2,Nouvelle-Aquitaine,27, 31 août-7 sept.
251,75,Vague 28 : 28 sept.-5 oct.,29.5,23.7,36.2,19.9,15.3,26.0,70.8,64.2,76.7,9.4,6.1,14.2,Nouvelle-Aquitaine,28, 28 sept.-5 oct.
252,76,Vague 1 : 23-25 mars,22.6,17.2,29.2,,,,,,,,,,Occitanie,1,23-25 mars
253,76,Vague 2 : 30 mars-1 avr,26.1,20.2,32.9,23.5,17.9,30.3,58.1,50.8,65.1,,,,Occitanie,2,30 mars-1 avr
254,76,Vague 3 : 14-16 avr,17.0,12.0,23.5,18.9,13.5,25.8,57.1,49.5,64.4,,,,Occitanie,3,14-16 avr
255,76,Vague 4 : 20-22 avr,19.3,14.2,25.7,18.3,13.4,24.5,67.1,67.1,73.4,,,,Occitanie,4,20-22 avr
256,76,Vague 5 : 28-30 avr,18.0,12.7,24.9,22.8,16.7,30.3,66.1,58.2,73.2,,,,Occitanie,5,28-30 avr
257,76,Vague 6 : 4-6 mai,16.0,11.2,22.3,12.4,8.3,18.1,71.5,64.4,77.7,,,,Occitanie,6,4-6 mai
258,76,Vague 7 : 13-15 mai,12.6,8.5,18.2,14.4,9.9,20.4,64.3,56.9,71.0,,,,Occitanie,7,13-15 mai
259,76,Vague 8 : 18-20 mai,18.6,13.6,25.0,13.3,9.2,19.0,66.9,59.7,73.4,,,,Occitanie,8,18-20 mai
260,76,Vague 9 : 27-29 mai,19.4,14.1,26.0,13.9,9.4,20.0,67.7,60.4,74.2,,,,Occitanie,9,27-29 mai
261,76,Vague 10 : 8-10 juin,12.2,8.0,18.1,9.8,6.1,15.3,66.1,58.7,72.7,,,,Occitanie,10, 8-10 juin
262,76,Vague 11 : 22-24 juin,10.8,7.1,16.3,8.5,5.2,13.6,59.5,52.1,66.4,,,,Occitanie,11, 22-24 juin
263,76,Vague 12 : 6-8 juillet,16.9,11.9,23.5,10.2,6.4,15.7,64.9,57.5,71.7,,,,Occitanie,12, 6-8 juillet
264,76,Vague 13 : 20-22 juillet,17.1,11.9,23.9,9.9,6.1,15.8,67.1,59.4,73.9,,,,Occitanie,13, 20-22 juillet
265,76,Vague 14 : 24-26 août,17.4,12.3,24.2,11.4,7.4,17.1,58.2,50.5,65.5,,,,Occitanie,14, 24-26 août
266,76,Vague 15 : 21-23 sept.,22.5,16.8,29.3,13.7,9.3,19.7,64.0,56.9,70.6,,,,Occitanie,15, 21-23 sept.
267,76,Vague 16 : 19-21 oct.,22.0,16.5,28.7,18.5,13.4,24.9,66.2,59.7,72.7,,,,Occitanie,16, 19-21 oct.
268,76,Vague 17 : 4-6 nov.,16.5,11.5,22.9,16.5,11.7,22.6,64.1,56.8,70.8,,,,Occitanie,17, 4-6 nov.
269,76,Vague 18 : 23-25 nov.,18.6,13.3,25.3,25.5,19.4,32.6,62.8,55.2,69.9,,,,Occitanie,18, 23-25 nov.
270,76,Vague 19 : 14-16 dec..,23.6,17.9,30.4,26.3,20.2,33.5,67.1,59.8,73.6,,,,Occitanie,19, 14-16 dec..
271,76,Vague 20 : 18-20 janv.,19.0,13.8,25.7,15.9,11.2,22.3,64.2,56.6,71.1,,,,Occitanie,20, 18-20 janv.
272,76,Vague 21 : 15-17 fév,22.4,16.9,29.1,20.0,14.8,26.5,68.0,60.7,74.4,7.0,4.1,11.7,Occitanie,21, 15-17 fév
273,76,Vague 22 : 15-17 mars,18.7,13.7,25.0,18.3,13.3,24.6,65.1,57.9,71.7,9.1,5.6,14.5,Occitanie,22, 15-17 mars
274,76,Vague 23 : 21-23 avril,24.7,18.8,31.8,24.2,18.3,31.2,60.3,52.7,67.4,11.4,7.3,17.5,Occitanie,23, 21-23 avril
275,76,Vague 24 : 17-19 mai,22.3,16.6,29.2,21.8,16.4,28.4,62.6,55.1,69.6,9.1,5.7,14.1,Occitanie,24, 17-19 mai
276,76,Vague 25 : 21-28 juin,24.4,18.7,31.1,16.5,11.7,22.6,65.6,58.4,72.2,10.5,6.8,15.9,Occitanie,25, 21-28 juin
277,76,Vague 26 : 15-21 juillet,18.0,13.0,24.4,12.1,8.0,18.0,60.2,52.9,67.1,8.4,5.0,13.6,Occitanie,26, 15-21 juillet
278,76,Vague 27 : 31 août-7 sept.,24.7,19.0,31.5,16.0,11.4,22.0,58.7,51.4,65.6,12.8,8.7,18.6,Occitanie,27, 31 août-7 sept.
279,76,Vague 28 : 28 sept.-5 oct.,26.8,21.0,33.6,11.7,7.8,17.1,73.2,66.4,79.1,6.9,4.0,11.5,Occitanie,28, 28 sept.-5 oct.
280,84,Vague 1 : 23-25 mars,26.4,21.3,32.3,,,,,,,,,,Auvergne-Rhône-Alpes,1,23-25 mars
281,84,Vague 2 : 30 mars-1 avr,22.9,18.1,28.6,18.5,14.2,23.8,62.2,56.0,68.1,,,,Auvergne-Rhône-Alpes,2,30 mars-1 avr
282,84,Vague 3 : 14-16 avr,15.8,11.8,20.8,11.9,8.4,16.5,59.5,53.4,65.4,,,,Auvergne-Rhône-Alpes,3,14-16 avr
283,84,Vague 4 : 20-22 avr,20.5,15.9,26.0,21.9,17.2,27.5,71.7,71.7,76.9,,,,Auvergne-Rhône-Alpes,4,20-22 avr
284,84,Vague 5 : 28-30 avr,17.7,13.4,23.0,18.1,13.8,23.4,68.0,62.1,73.5,,,,Auvergne-Rhône-Alpes,5,28-30 avr
285,84,Vague 6 : 4-6 mai,20.1,15.6,25.5,19.3,14.9,24.7,68.8,62.9,74.1,,,,Auvergne-Rhône-Alpes,6,4-6 mai
286,84,Vague 7 : 13-15 mai,17.6,13.2,23.1,12.9,9.3,17.8,65.0,58.7,70.8,,,,Auvergne-Rhône-Alpes,7,13-15 mai
287,84,Vague 8 : 18-20 mai,15.2,11.2,20.2,12.7,9.1,17.6,63.9,57.6,69.7,,,,Auvergne-Rhône-Alpes,8,18-20 mai
288,84,Vague 9 : 27-29 mai,10.6,7.2,15.4,9.4,6.2,13.9,66.8,60.4,72.6,,,,Auvergne-Rhône-Alpes,9,27-29 mai
289,84,Vague 10 : 8-10 juin,16.7,12.5,22.1,14.9,10.9,20.1,65.7,59.6,71.4,,,,Auvergne-Rhône-Alpes,10, 8-10 juin
290,84,Vague 11 : 22-24 juin,14.0,10.3,18.8,10.5,7.3,14.9,63.3,57.2,69.0,,,,Auvergne-Rhône-Alpes,11, 22-24 juin
291,84,Vague 12 : 6-8 juillet,16.8,12.4,22.4,11.8,8.2,16.7,62.8,56.3,69.0,,,,Auvergne-Rhône-Alpes,12, 6-8 juillet
292,84,Vague 13 : 20-22 juillet,16.4,12.1,21.8,10.2,6.8,15.0,61.1,54.6,67.3,,,,Auvergne-Rhône-Alpes,13, 20-22 juillet
293,84,Vague 14 : 24-26 août,14.7,10.3,30.4,9.4,6.2,13.9,66.1,59.5,72.2,,,,Auvergne-Rhône-Alpes,14, 24-26 août
294,84,Vague 15 : 21-23 sept.,14.2,10.2,19.5,8.5,5.6,12.7,61.0,54.6,67.1,,,,Auvergne-Rhône-Alpes,15, 21-23 sept.
295,84,Vague 16 : 19-21 oct.,20.1,15.4,25.8,13.3,9.5,18.3,68.8,62.5,74.5,,,,Auvergne-Rhône-Alpes,16, 19-21 oct.
296,84,Vague 17 : 4-6 nov.,17.9,13.6,23.4,17.5,13.2,22.8,55.9,49.5,62.1,,,,Auvergne-Rhône-Alpes,17, 4-6 nov.
297,84,Vague 18 : 23-25 nov.,15.9,11.7,21.3,21.9,17.1,27.7,61.6,55.3,67.6,,,,Auvergne-Rhône-Alpes,18, 23-25 nov.
298,84,Vague 19 : 14-16 dec..,22.6,17.7,28.5,15.0,10.9,20.1,69.2,62.9,74.9,,,,Auvergne-Rhône-Alpes,19, 14-16 dec..
299,84,Vague 20 : 18-20 janv.,14.7,10.9,19.6,16.3,12.2,21.5,59.0,52.6,65.1,,,,Auvergne-Rhône-Alpes,20, 18-20 janv.
300,84,Vague 21 : 15-17 fév,23.7,18.7,29.5,23.9,19.0,29.7,60.6,54.3,66.6,6.6,4.1,10.4,Auvergne-Rhône-Alpes,21, 15-17 fév
301,84,Vague 22 : 15-17 mars,21.6,16.9,27.3,22.2,17.3,28.0,67.1,60.9,72.7,8.1,5.2,12.5,Auvergne-Rhône-Alpes,22, 15-17 mars
302,84,Vague 23 : 21-23 avril,20.9,16.1,26.7,18.5,14.1,24.1,60.5,54.0,66.6,8.8,5.8,13.2,Auvergne-Rhône-Alpes,23, 21-23 avril
303,84,Vague 24 : 17-19 mai,23.3,18.1,29.4,24.3,19.0,30.6,70.9,64.7,76.5,9.9,6.5,14.8,Auvergne-Rhône-Alpes,24, 17-19 mai
304,84,Vague 25 : 21-28 juin,15.4,11.3,20.8,12.7,8.9,17.8,65.4,58.8,71.4,10.7,7.3,15.4,Auvergne-Rhône-Alpes,25, 21-28 juin
305,84,Vague 26 : 15-21 juillet,22.3,17.3,28.3,11.1,7.6,15.9,62.1,55.6,68.2,10.6,7.1,15.5,Auvergne-Rhône-Alpes,26, 15-21 juillet
306,84,Vague 27 : 31 août-7 sept.,25.3,20.3,31.1,16.5,12.4,21.7,62.2,56.0,68.0,6.9,4.4,10.7,Auvergne-Rhône-Alpes,27, 31 août-7 sept.
307,84,Vague 28 : 28 sept.-5 oct.,25.4,20.1,31.5,15.9,11.7,21.4,69.6,63.3,75.3,7.6,7.8,12.0,Auvergne-Rhône-Alpes,28, 28 sept.-5 oct.
308,93,Vague 1 : 23-25 mars,22.7,16.8,30.1,,,,,,,,,,Provence-Alpes-Côte d'Azur,1,23-25 mars
309,93,Vague 2 : 30 mars-1 avr,21.6,15.9,28.6,17.2,12.1,23.9,61.7,54.7,68.9,,,,Provence-Alpes-Côte d'Azur,2,30 mars-1 avr
310,93,Vague 3 : 14-16 avr,15.2,10.4,21.7,15.1,10.3,21.5,62.6,54.9,69.8,,,,Provence-Alpes-Côte d'Azur,3,14-16 avr
311,93,Vague 4 : 20-22 avr,14.6,9.8,21.2,21.6,15.8,28.9,64.7,64.8,72.0,,,,Provence-Alpes-Côte d'Azur,4,20-22 avr
312,93,Vague 5 : 28-30 avr,15.3,10.6,21.6,18.3,13.1,25.0,59.5,51.9,66.8,,,,Provence-Alpes-Côte d'Azur,5,28-30 avr
313,93,Vague 6 : 4-6 mai,19.2,13.9,25.9,16.0,11.1,22.6,66.4,58.9,73.1,,,,Provence-Alpes-Côte d'Azur,6,4-6 mai
314,93,Vague 7 : 13-15 mai,19.3,13.9,26.3,13.9,9.3,20.3,64.2,56.4,71.4,,,,Provence-Alpes-Côte d'Azur,7,13-15 mai
315,93,Vague 8 : 18-20 mai,14.5,9.5,21.6,12.3,7.8,18.8,60.4,52.2,68.0,,,,Provence-Alpes-Côte d'Azur,8,18-20 mai
316,93,Vague 9 : 27-29 mai,13.6,9.1,19.8,11.3,7.3,17.1,62.3,54.6,69.5,,,,Provence-Alpes-Côte d'Azur,9,27-29 mai
317,93,Vague 10 : 8-10 juin,17.8,12.3,25.0,9.1,5.5,14.9,65.8,57.6,73.2,,,,Provence-Alpes-Côte d'Azur,10, 8-10 juin
318,93,Vague 11 : 22-24 juin,16.3,11.3,22.9,12.7,8.3,18.9,69.9,62.2,76.7,,,,Provence-Alpes-Côte d'Azur,11, 22-24 juin
319,93,Vague 12 : 6-8 juillet,14.2,9.5,20.8,11.3,7.0,17.9,67.3,59.3,74.4,,,,Provence-Alpes-Côte d'Azur,12, 6-8 juillet
320,93,Vague 13 : 20-22 juillet,18.4,13.1,25.3,12.6,8.2,18.8,59.2,51.7,66.4,,,,Provence-Alpes-Côte d'Azur,13, 20-22 juillet
321,93,Vague 14 : 24-26 août,14.9,10.2,21.2,8.7,5.3,13.8,57.3,49.6,64.6,,,,Provence-Alpes-Côte d'Azur,14, 24-26 août
322,93,Vague 15 : 21-23 sept.,11.0,6.8,17.4,8.8,5.2,14.5,62.7,54.7,70.1,,,,Provence-Alpes-Côte d'Azur,15, 21-23 sept.
323,93,Vague 16 : 19-21 oct.,20.6,14.7,28.1,12.3,7.9,18.8,66.2,58.0,73.5,,,,Provence-Alpes-Côte d'Azur,16, 19-21 oct.
324,93,Vague 17 : 4-6 nov.,25.1,19.0,32.3,23.1,17.3,30.1,65.7,58.3,72.5,,,,Provence-Alpes-Côte d'Azur,17, 4-6 nov.
325,93,Vague 18 : 23-25 nov.,25.8,19.3,33.5,23.6,17.5,31.0,63.9,55.9,71.3,,,,Provence-Alpes-Côte d'Azur,18, 23-25 nov.
326,93,Vague 19 : 14-16 dec..,20.2,14.5,27.4,19.6,14.1,26.6,60.3,52.2,67.9,,,,Provence-Alpes-Côte d'Azur,19, 14-16 dec..
327,93,Vague 20 : 18-20 janv.,18.4,13.0,25.5,18.5,12.9,25.7,67.1,58.9,74.4,,,,Provence-Alpes-Côte d'Azur,20, 18-20 janv.
328,93,Vague 21 : 15-17 fév,20.2,14.7,27.2,17.3,12.3,23.9,65.7,57.8,72.7,7.2,4.1,12.4,Provence-Alpes-Côte d'Azur,21, 15-17 fév
329,93,Vague 22 : 15-17 mars,12.5,8.0,18.8,16.2,11.0,23.1,61.1,52.9,68.7,10.0,6.1,16.0,Provence-Alpes-Côte d'Azur,22, 15-17 mars
330,93,Vague 23 : 21-23 avril,20.0,14.4,27.0,21.9,16.1,29.2,62.5,54.6,69.8,7.9,4.5,13.3,Provence-Alpes-Côte d'Azur,23, 21-23 avril
331,93,Vague 24 : 17-19 mai,16.5,11.3,23.4,23.1,17.1,30.6,61.0,52.9,68.6,9.5,5.7,15.5,Provence-Alpes-Côte d'Azur,24, 17-19 mai
332,93,Vague 25 : 21-28 juin,21.9,15.9,29.5,17.8,12.2,25.2,64.7,56.3,72.3,10.3,6.3,16.6,Provence-Alpes-Côte d'Azur,25, 21-28 juin
333,93,Vague 26 : 15-21 juillet,20.1,14.2,27.7,12.6,8.2,18.9,57.0,49.0,64.8,14.0,9.0,21.2,Provence-Alpes-Côte d'Azur,26, 15-21 juillet
334,93,Vague 27 : 31 août-7 sept.,14.5,9.4,21.7,8.5,4.9,14.4,64.8,56.4,72.4,10.8,6.5,17.5,Provence-Alpes-Côte d'Azur,27, 31 août-7 sept.
335,93,Vague 28 : 28 sept.-5 oct.,20.6,14.8,27.8,16.6,11.5,23.5,67.0,59.1,74.1,10.0,6.1,15.9,Provence-Alpes-Côte d'Azur,28, 28 sept.-5 oct.
